desc: I1 cache:         32768 B, 64 B, 8-way associative
desc: D1 cache:         32768 B, 64 B, 8-way associative
desc: LL cache:         16777216 B, 64 B, 16-way associative
cmd: ./stencil_parallel -x 512 -y 512 -o 0 -v 0 -n 100
events: Ir I1mr ILmr Dr D1mr DLmr Dw D1mw DLmw Bc Bcm Bi Bim
1531 40 0 0 8 0 0 8 0 0 8 0 0 0
1539 40 1 1 16 0 0 8 0 0 0 0 8 1
1540 16 0 0 0 0 0 0 0 0 8 0 0 0
1547 16 0 0 0 0 0 0 0 0 8 1 0 0
1550 3 1 1 1 0 0 0 0 0 1 0 0 0
1556 8 1 1 4 0 0 2 0 0 0 0 0 0
1560 16 1 1 0 0 0 0 0 0 8 1 0 0
1581 32 1 1 0 0 0 8 0 0 0 0 0 0
1582 24 0 0 8 0 0 0 0 0 8 2 0 0
1584 23 0 0 0 0 0 8 0 0 0 0 0 0
1587 32 0 0 8 0 0 0 0 0 8 3 0 0
1589 7 0 0 0 0 0 0 0 0 0 0 0 0
1592 14 0 0 0 0 0 0 0 0 7 2 0 0
1595 21 1 1 14 0 0 0 0 0 7 1 0 0
1601 77 1 1 28 0 0 21 0 0 0 0 0 0
1604 280 0 0 0 0 0 70 0 0 0 0 0 0
1605 249 1 1 93 0 0 7 0 0 70 0 0 0
1607 191 0 0 0 0 0 64 7 7 0 0 0 0
1610 256 0 0 64 0 0 0 0 0 64 1 0 0
1612 63 0 0 0 0 0 0 0 0 0 0 0 0
1616 24 0 0 16 0 0 8 0 0 0 0 8 1
1618 24 1 1 16 0 0 8 0 0 0 0 8 1
1619 16 0 0 0 0 0 0 0 0 8 0 0 0
1626 32 0 0 16 0 0 8 0 0 0 0 8 1
1629 2 1 1 1 0 0 0 0 0 1 0 0 0
1635 3 0 0 2 0 0 0 0 0 1 0 0 0
1642 2 0 0 1 0 0 0 0 0 1 0 0 0
1649 5 1 1 1 0 0 0 0 0 1 1 0 0
1650 3 1 1 1 0 0 0 0 0 1 1 0 0
1665 3 0 0 2 0 0 0 0 0 1 0 0 0
1668 11 1 1 6 0 0 4 0 0 0 0 0 0
1671 1 1 1 0 0 0 1 0 0 0 0 0 0
1672 1 0 0 0 0 0 1 0 0 0 0 0 0
1673 2 0 0 0 0 0 1 0 0 0 0 0 0
1676 2 0 0 1 0 0 1 0 0 0 0 0 0
1677 2 0 0 1 0 0 1 0 0 0 0 0 0
1678 2 0 0 1 0 0 1 0 0 0 0 0 0
1679 4 1 1 2 0 0 1 0 0 0 0 1 1
1688 8 0 0 7 0 0 0 0 0 0 0 0 0
fn=hwloc_look_xml
1348 87 0 0 0 0 0 0 0 0 0 0 0 0
1349 29 1 1 0 0 0 29 0 0 0 0 0 0
1352 406 1 1 116 0 0 58 0 0 58 3 58 1
1354 261 0 0 29 0 0 29 0 0 29 3 0 0
1355 58 0 0 29 0 0 0 0 0 0 0 0 0
1365 145 1 1 58 0 0 0 0 0 58 4 0 0
1710 5 0 0 0 0 0 3 1 0 0 0 0 0
1778 1 1 1 0 0 0 0 0 0 0 0 0 0
1879 3 0 0 0 0 0 0 0 0 0 0 0 0
1880 1 0 0 0 0 0 1 0 0 0 0 0 0
1881 1 1 1 0 0 0 1 0 0 0 0 0 0
1882 3 0 0 0 0 0 1 0 0 0 0 0 0
1887 14 0 0 4 0 0 2 0 0 2 1 2 1
1889 7 2 2 1 0 0 1 0 0 1 1 0 0
1890 2 0 0 0 0 0 0 0 0 1 1 0 0
1891 6 1 1 3 0 0 1 0 0 0 0 0 0
1892 4 0 0 1 0 0 1 0 0 0 0 0 0
1908 15 1 1 6 0 0 3 0 0 0 0 3 0
1909 6 0 0 0 0 0 0 0 0 3 2 0 0
1912 12 0 0 2 0 0 2 0 0 2 2 0 0
1913 2 1 1 0 0 0 2 0 0 0 0 0 0
1914 2 0 0 0 0 0 2 0 0 0 0 0 0
1915 8 0 0 0 0 0 2 0 0 0 0 0 0
1916 16 0 0 4 0 0 0 0 0 6 3 0 0
1917 6 0 0 0 0 0 2 0 0 0 0 0 0
1925 2 0 0 0 0 0 0 0 0 0 0 0 0
1928 6 0 0 4 0 0 2 0 0 0 0 2 1
1931 2 1 1 0 0 0 0 0 0 1 0 0 0
1938 3 0 0 2 0 0 0 0 0 1 0 0 0
1939 2 1 1 2 0 0 0 0 0 0 0 0 0
1942 5 1 1 2 0 0 1 0 0 0 0 0 0
1943 4 1 1 2 0 0 1 0 0 0 0 0 0
1946 3 1 1 2 0 0 1 0 0 0 0 1 1
2154 7 1 1 0 0 0 6 0 0 0 0 0 0
2159 2 0 0 1 0 0 1 1 0 0 0 0 0
2160 2 0 0 1 0 0 1 0 0 0 0 0 0
2162 3 0 0 3 2 0 0 0 0 0 0 0 0
2164 1 0 0 0 0 0 1 0 0 0 0 0 0
2165 1 0 0 0 0 0 1 0 0 0 0 0 0
2168 2 0 0 1 0 0 0 0 0 1 0 0 0
2170 2 0 0 1 0 0 1 0 0 0 0 0 0
2172 2 1 1 1 1 0 0 0 0 1 0 0 0
2174 10 1 1 0 0 0 3 0 0 1 1 0 0
2176 2 0 0 1 0 0 1 1 0 0 0 0 0
2177 3 0 0 0 0 0 2 0 0 0 0 0 0
2180 5 0 0 1 0 0 2 0 0 0 0 1 1
2181 2 1 1 0 0 0 0 0 0 1 0 0 0
2184 2 0 0 1 0 0 0 0 0 1 0 0 0
2185 1 0 0 0 0 0 0 0 0 1 0 0 0
2193 8 0 0 3 0 0 2 0 0 0 0 1 1
2194 7 1 1 1 0 0 1 0 0 2 1 0 0
2196 7 0 0 2 0 0 1 0 0 0 0 0 0
2199 2 1 1 0 0 0 0 0 0 1 0 0 0
2201 3 0 0 2 1 0 1 0 0 0 0 1 1
2202 3 0 0 1 1 0 0 0 0 1 1 0 0
2205 4 0 0 4 2 0 0 0 0 0 0 0 0
2207 3 1 1 2 0 0 0 0 0 1 0 0 0
2210 160 2 2 128 0 0 32 0 0 0 0 32 1
2211 64 0 0 0 0 0 0 0 0 32 5 0 0
2213 32 0 0 0 0 0 0 0 0 32 2 0 0
2215 186 0 0 31 0 0 31 0 0 31 3 0 0
2216 31 0 0 0 0 0 0 0 0 0 0 0 0
2219 150 0 0 0 0 0 30 0 0 30 0 0 0
2220 3 0 0 1 0 0 1 0 0 0 0 0 0
2221 2 1 1 0 0 0 0 0 0 1 1 0 0
2223 150 1 1 0 0 0 30 0 0 30 8 0 0
2227 5 0 0 0 0 0 1 0 0 1 0 0 0
2231 5 0 0 0 0 0 1 0 0 1 1 0 0
2233 2 1 1 0 0 0 0 0 0 1 1 0 0
2248 93 0 0 62 0 0 31 0 0 0 0 31 1
2253 3 1 1 3 0 0 1 0 0 0 0 1 1
2256 2 0 0 1 1 0 0 0 0 1 0 0 0
2264 3 0 0 2 0 0 0 0 0 1 0 0 0
2326 3 0 0 1 0 0 0 0 0 1 0 0 0
2332 3 1 1 0 0 0 1 0 0 1 0 0 0
2343 2 0 0 0 0 0 1 0 0 0 0 0 0
2348 3 0 0 2 0 0 0 0 0 1 0 0 0
2349 2 0 0 1 1 0 1 1 0 0 0 0 0
2350 1 0 0 0 0 0 1 0 0 0 0 0 0
2351 4 0 0 2 1 0 0 0 0 1 1 0 0
2352 2 0 0 0 0 0 1 0 0 0 0 0 0
2354 2 0 0 0 0 0 1 0 0 0 0 0 0
2358 4 1 1 2 0 0 0 0 0 1 1 0 0
2359 2 0 0 0 0 0 1 0 0 0 0 1 1
2361 6 0 0 1 0 0 2 0 0 1 0 0 0
2388 9 0 0 7 1 0 0 0 0 0 0 0 0
fn=hwloc_nolibxml_import
34 1 0 0 0 0 0 0 0 0 0 0 0 0
37 3 1 1 1 0 0 0 0 0 1 1 0 0
38 3 0 0 0 0 0 1 0 0 0 0 0 0
39 2 0 0 0 0 0 0 0 0 1 1 0 0
42 2 1 1 0 0 0 1 0 0 0 0 0 0
43 2 0 0 0 0 0 0 0 0 1 0 0 0
46 1 0 0 0 0 0 1 0 0 0 0 0 0
48 2 1 1 1 0 0 0 0 0 0 0 0 0
49 2 0 0 1 0 0 0 0 0 0 0 0 0
fn=hwloc_xml_backend_disable
3720 1 1 1 0 0 0 1 0 0 0 0 0 0
3721 1 0 0 1 0 0 0 0 0 0 0 0 0
3722 2 0 0 1 1 0 1 0 0 0 0 1 1
3723 2 0 0 1 0 0 1 0 0 0 0 0 0
3724 2 0 0 0 0 0 0 0 0 0 0 0 0
3725 1 0 0 1 0 0 0 0 0 0 0 0 0
fn=hwloc_xml_callbacks_register
85 2 1 1 1 1 0 0 0 0 1 1 0 0
86 3 1 1 1 1 0 1 0 0 0 0 0 0
87 2 0 0 1 0 0 0 0 0 1 1 0 0
88 2 0 0 1 0 0 1 0 0 0 0 0 0
89 1 0 0 1 0 0 0 0 0 0 0 0 0
fn=hwloc_xml_component_instantiate
3734 5 0 0 0 0 0 5 0 0 0 0 0 0
3745 2 1 1 1 1 0 0 0 0 1 1 0 0
3747 8 0 0 0 0 0 0 0 0 1 0 0 0
3758 4 0 0 0 0 0 1 0 0 0 0 0 0
3759 2 1 1 0 0 0 0 0 0 1 1 0 0
3762 3 0 0 0 0 0 1 0 0 0 0 0 0
3763 2 0 0 0 0 0 0 0 0 1 1 0 0
3768 1 0 0 0 0 0 1 0 0 0 0 0 0
3770 5 0 0 1 1 0 1 0 0 0 0 0 0
3771 1 1 1 0 0 0 1 0 0 0 0 0 0
3773 2 0 0 0 0 0 0 0 0 1 1 0 0
3780 1 0 0 0 0 0 0 0 0 0 0 0 0
3782 2 0 0 0 0 0 2 1 1 0 0 0 0
3784 1 0 0 0 0 0 1 0 0 0 0 0 0
3786 4 1 1 2 0 0 0 0 0 1 1 0 0
3787 5 1 1 1 1 0 1 0 0 0 0 1 1
3795 2 0 0 0 0 0 0 0 0 1 0 0 0
3807 7 0 0 6 0 0 0 0 0 0 0 0 0
fl=/u/builder/builder/.jenkins/workspace/Builder/hwloc/build/hwloc/hwloc/topology.c
fn=fixup_sets
2249 4512 2 1 0 0 0 3384 0 0 0 0 0 0
2253 1128 0 0 1128 1125 0 0 0 0 0 0 0 0
2254 1128 0 0 0 0 0 0 0 0 0 0 0 0
2259 4508 0 0 0 0 0 0 0 0 2254 514 0 0
2261 4504 2 1 2252 1140 0 1126 0 0 0 0 0 0
2262 4504 0 0 2252 413 0 1126 0 0 0 0 0 0
2264 3378 0 0 1126 0 0 0 0 0 1126 2 0 0
2265 1686 0 0 562 0 0 562 0 0 0 0 0 0
2267 2256 1 1 564 0 0 1128 0 0 0 0 0 0
2269 3378 2 1 1126 162 0 0 0 0 1126 0 0 0
2270 3378 0 0 1126 4 0 1126 0 0 0 0 0 0
2275 4504 0 0 1126 1117 0 1126 0 0 1126 16 0 0
2277 48 0 0 32 0 0 16 0 0 0 0 0 0
2278 64 0 0 32 0 0 16 0 0 0 0 0 0
2281 2252 0 0 0 0 0 1126 0 0 0 0 0 0
2282 1126 0 0 1126 563 0 0 0 0 0 0 0 0
2286 5672 0 0 1128 17 0 0 0 0 2272 46 0 0
2288 16 0 0 0 0 0 0 0 0 0 0 0 0
2293 4512 2 1 4512 12 0 0 0 0 0 0 0 0
fn=hwloc__add_info
443 9495 16 1 0 0 0 5275 0 0 0 0 0 0
444 1055 0 0 1055 5 0 0 0 0 0 0 0 0
445 1055 0 0 1055 1 0 0 0 0 0 0 0 0
448 2110 0 0 0 0 0 0 0 0 0 0 0 0
449 2110 0 0 0 0 0 0 0 0 1055 9 0 0
450 3165 0 0 0 0 0 1055 0 0 0 0 0 0
451 2110 28 1 0 0 0 0 0 0 1055 6 0 0
454 1055 0 0 0 0 0 1055 0 0 0 0 0 0
456 7385 0 0 0 0 0 2110 120 15 0 0 0 0
457 2110 0 0 0 0 0 0 0 0 1055 0 0 0
459 3165 0 0 0 0 0 2110 0 0 0 0 0 0
460 2110 0 0 0 0 0 0 0 0 1055 14 0 0
462 2110 0 0 0 0 0 1055 0 0 0 0 0 0
463 1055 0 0 0 0 0 0 0 0 0 0 0 0
470 6330 29 1 6330 0 0 0 0 0 0 0 0 0
fn=hwloc__add_info_nodup
475 60 1 1 0 0 0 35 0 0 0 0 0 0
476 5 0 0 5 0 0 0 0 0 0 0 0 0
477 5 0 0 5 1 0 0 0 0 0 0 0 0
479 60 0 0 0 0 0 0 0 0 15 0 0 0
480 90 0 0 15 2 0 15 0 0 15 9 0 0
481 15 0 0 5 0 0 0 0 0 5 2 0 0
482 20 1 1 0 0 0 10 0 0 0 0 0 0
483 10 0 0 0 0 0 0 0 0 5 0 0 0
485 10 0 0 5 0 0 5 0 0 0 0 0 0
486 10 0 0 5 0 0 5 0 0 0 0 0 0
492 45 0 0 35 0 0 0 0 0 0 0 0 0
fn=hwloc__attach_memory_object
1648 16 0 0 8 0 0 0 0 0 0 0 0 0
1649 24 0 0 0 0 0 8 0 0 0 0 0 0
1651 24 0 0 0 0 0 0 0 0 8 0 0 0
1659 8 0 0 0 0 0 8 0 0 0 0 0 0
1660 8 0 0 0 0 0 8 0 0 0 0 0 0
1661 8 0 0 0 0 0 8 0 0 0 0 0 0
1706 8 1 1 0 0 0 8 1 0 0 0 0 0
1707 8 0 0 0 0 0 8 0 0 0 0 0 0
1725 64 1 1 0 0 0 56 0 0 0 0 0 0
1728 16 0 0 0 0 0 0 0 0 8 0 0 0
1729 64 0 0 8 0 0 0 0 0 8 5 0 0
1732 56 1 1 8 0 0 8 0 0 16 3 0 0
1735 24 0 0 8 2 0 0 0 0 8 2 0 0
1736 32 2 2 0 0 0 16 0 0 0 0 0 0
1741 40 1 1 8 0 0 8 0 0 8 0 0 0
1755 8 0 0 0 0 0 0 0 0 0 0 0 0
1757 32 2 2 16 0 0 8 0 0 8 0 0 0
1758 48 0 0 40 1 0 8 0 0 0 0 0 0
1759 56 0 0 40 0 0 8 0 0 0 0 0 0
1766 16 0 0 0 0 0 0 0 0 0 0 0 0
1767 64 0 0 56 0 0 0 0 0 0 0 0 0
fn=hwloc__duplicate_object
836 408 1 1 0 0 0 306 0 0 0 0 0 0
837 51 0 0 51 0 0 0 0 0 0 0 0 0
843 43 0 0 0 0 0 0 0 0 0 0 0 0
848 459 0 0 0 0 0 0 0 0 51 2 0 0
850 102 0 0 0 0 0 0 0 0 51 12 0 0
851 200 1 1 100 57 0 50 0 0 0 0 0 0
852 100 0 0 0 0 0 0 0 0 50 4 0 0
857 102 0 0 51 30 0 51 0 0 0 0 0 0
858 102 0 0 51 0 0 51 0 0 0 0 0 0
859 102 1 1 51 22 0 51 0 0 0 0 0 0
861 102 0 0 51 0 0 51 0 0 0 0 0 0
862 102 0 0 51 0 0 51 0 0 0 0 0 0
863 102 0 0 51 50 0 51 0 0 0 0 0 0
864 102 0 0 51 42 0 51 0 0 0 0 0 0
866 153 0 0 51 0 0 0 0 0 51 11 0 0
867 7 0 0 0 0 0 7 0 0 0 0 0 0
868 153 1 1 51 0 0 0 0 0 51 9 0 0
869 1 0 0 0 0 0 1 0 0 0 0 0 0
870 102 1 1 51 16 0 51 0 0 0 0 0 0
872 102 0 0 51 0 0 51 0 0 0 0 0 0
874 408 1 1 255 24 0 153 0 0 0 0 0 0
876 134 1 1 67 0 0 0 0 0 59 16 0 0
877 16 0 0 0 0 0 0 0 0 0 0 0 0
878 16 0 0 8 0 0 8 0 0 0 0 0 0
879 40 0 0 16 0 0 8 0 0 0 0 0 0
882 204 1 1 51 22 0 102 0 0 0 0 0 0
883 204 0 0 51 0 0 102 0 0 0 0 0 0
884 204 1 1 51 0 0 102 0 0 0 0 0 0
885 204 0 0 51 0 0 102 0 0 0 0 0 0
887 306 0 0 102 0 0 51 0 0 0 0 0 0
890 153 1 1 51 0 0 0 0 0 51 20 0 0
892 210 1 1 35 1 0 0 0 0 0 0 0 0
893 35 0 0 35 0 0 0 0 0 0 0 0 0
895 121 0 0 51 0 0 0 0 0 35 9 0 0
896 16 0 0 0 0 0 4 0 0 0 0 0 0
897 101 0 0 0 0 0 0 0 0 35 6 0 0
898 8 0 0 0 0 0 4 1 0 0 0 0 0
900 32 0 0 32 1 0 0 0 0 0 0 0 0
901 32 0 0 32 0 0 0 0 0 0 0 0 0
904 102 0 0 0 0 0 0 0 0 51 2 0 0
905 114 0 0 0 0 0 51 5 0 0 0 0 0
907 227 0 0 39 0 0 0 0 0 55 9 0 0
908 39 0 0 0 0 0 39 0 0 0 0 0 0
909 39 0 0 0 0 0 39 1 0 0 0 0 0
911 258 0 0 39 3 0 0 0 0 90 17 0 0
917 153 1 1 51 0 0 0 0 0 51 8 0 0
918 16 2 2 0 0 0 8 0 0 0 0 0 0
919 16 0 0 0 0 0 0 0 0 8 5 0 0
922 67 0 0 8 0 0 51 0 0 0 0 0 0
923 102 0 0 51 0 0 51 0 0 0 0 0 0
924 102 0 0 51 0 0 51 0 0 0 0 0 0
925 102 1 1 51 0 0 51 0 0 0 0 0 0
928 198 0 0 66 1 0 0 0 0 66 13 0 0
929 90 0 0 0 0 0 15 0 0 0 0 0 0
930 30 0 0 0 0 0 0 0 0 15 0 0 0
933 215 0 0 59 3 0 0 0 0 59 15 0 0
934 48 0 0 0 0 0 8 0 0 0 0 0 0
935 16 0 0 0 0 0 0 0 0 8 0 0 0
938 234 1 1 78 1 0 0 0 0 78 31 0 0
939 162 0 0 0 0 0 27 0 0 0 0 0 0
940 54 0 0 0 0 0 0 0 0 27 4 0 0
943 153 1 1 51 0 0 0 0 0 51 9 0 0
952 102 1 1 0 0 0 0 0 0 51 3 0 0
956 153 0 0 51 2 0 0 0 0 51 7 0 0
957 24 0 0 16 0 0 8 0 0 0 0 0 0
958 55 0 0 0 0 0 0 0 0 15 10 0 0
959 21 0 0 14 0 0 7 0 0 0 0 0 0
960 24 1 1 8 0 0 8 1 0 0 0 0 0
962 153 1 1 51 0 0 0 0 0 51 11 0 0
963 8 0 0 8 0 0 0 0 0 0 0 0 0
964 16 0 0 0 0 0 0 0 0 0 0 0 0
965 40 0 0 0 0 0 0 0 0 16 0 0 0
966 8 0 0 0 0 0 8 0 0 0 0 0 0
968 8 0 0 8 0 0 0 0 0 0 0 0 0
971 153 0 0 51 0 0 0 0 0 51 11 0 0
972 23 0 0 23 0 0 0 0 0 0 0 0 0
973 50 0 0 0 0 0 0 0 0 0 0 0 0
974 127 0 0 0 0 0 0 0 0 50 10 0 0
975 27 0 0 0 0 0 27 0 0 0 0 0 0
977 27 0 0 27 0 0 0 0 0 0 0 0 0
980 153 1 1 51 0 0 0 0 0 51 12 0 0
995 102 1 1 0 0 0 0 0 0 51 6 0 0
999 200 1 1 0 0 0 50 0 0 0 0 0 0
1002 250 0 0 50 0 0 0 0 0 50 14 0 0
1003 60 0 0 30 0 0 15 2 0 0 0 0 0
1007 459 0 0 357 4 0 0 0 0 0 0 0 0
fn=hwloc__filter_bridges
2408 9569 2 1 0 0 0 8202 2 0 0 0 0 0
2412 5981 0 0 1677 1261 0 0 0 0 1877 105 0 0
2413 510 2 1 510 172 0 0 0 0 0 0 0 0
2416 1020 0 0 0 0 0 255 1 0 0 0 0 0
2418 510 0 0 255 110 0 255 206 0 0 0 0 0
2424 510 0 0 0 0 0 0 0 0 255 28 0 0
2425 510 0 0 255 0 0 0 0 0 255 14 0 0
2426 654 0 0 218 0 0 0 0 0 218 37 0 0
2427 690 0 0 165 76 0 0 0 0 345 26 0 0
2428 486 0 0 162 0 0 0 0 0 162 2 0 0
2429 400 0 0 0 0 0 200 0 0 0 0 0 0
2430 400 0 0 0 0 0 200 1 0 0 0 0 0
2433 10936 2 1 9569 0 0 0 0 0 0 0 0 0
fn=hwloc__free_infos
433 528 4 2 0 0 0 396 0 0 0 0 0 0
435 2817 0 0 0 0 0 0 0 0 768 135 0 0
436 1272 0 0 636 166 2 636 0 0 0 0 0 0
437 1272 0 0 636 0 0 636 0 0 0 0 0 0
439 264 0 0 0 0 0 0 0 0 0 0 0 0
440 396 2 1 396 0 0 0 0 0 0 0 0 0
fn=hwloc__free_object_contents
435 5814 0 0 0 0 0 0 0 0 1865 222 0 0
436 838 0 0 419 347 178 419 0 0 0 0 0 0
437 838 0 0 419 0 0 419 0 0 0 0 0 0
439 2892 50 2 0 0 0 1446 1 0 0 0 0 0
573 8676 5 2 0 0 0 5784 0 0 0 0 0 0
574 2892 0 0 1446 546 289 0 0 0 1446 17 0 0
576 48 0 0 32 16 9 16 0 0 0 0 0 0
577 16 0 0 0 0 0 0 0 0 0 0 0 0
581 2892 0 0 2892 1081 22 0 0 0 0 0 0 0
582 2892 0 0 1446 177 79 1446 0 0 0 0 0 0
583 2892 6 2 1446 0 0 1446 0 0 0 0 0 0
584 2892 0 0 1446 0 0 1446 0 0 0 0 0 0
585 2892 0 0 1446 0 0 1446 0 0 0 0 0 0
586 2892 0 0 1446 0 0 1446 0 0 0 0 0 0
587 2892 0 0 1446 0 0 1446 0 0 0 0 0 0
588 2892 50 2 1446 0 0 1446 0 0 0 0 0 0
589 2892 0 0 1446 0 0 0 0 0 0 0 0 0
590 7230 0 0 5784 0 0 0 0 0 0 0 0 0
fn=hwloc__insert_object_by_cpuset
596 4 1 1 0 0 0 2 0 0 0 0 0 0
597 4 0 0 0 0 0 2 0 0 0 0 0 0
598 2 0 0 0 0 0 0 0 0 0 0 0 0
1306 15423 1 1 5141 0 0 0 0 0 5141 6 0 0
1308 25705 168 0 5141 0 0 0 0 0 10282 5 0 0
1309 5141 0 0 0 0 0 5141 0 0 0 0 0 0
1386 1168 1 1 388 0 0 0 0 0 390 3 0 0
1388 4 1 0 4 0 0 0 0 0 0 0 0 0
1404 5141 2 1 5141 0 0 0 0 0 0 0 0 0
1413 4 0 0 0 0 0 0 0 0 2 0 0 0
1415 4 0 0 0 0 0 0 0 0 2 2 0 0
1424 772 0 0 0 0 0 0 0 0 386 3 0 0
1458 2156 0 0 0 0 0 0 0 0 0 0 0 0
1459 2156 0 0 0 0 0 0 0 0 0 0 0 0
1468 30139 3 2 4183 40 0 10693 0 0 2156 10 0 0
1470 21212 2 1 5080 51 0 0 0 0 5507 141 0 0
1472 21321 4 1 0 0 0 7107 0 0 0 0 0 0
1475 14214 0 0 0 0 0 0 0 0 7107 8 0 0
1480 1158 2 1 0 0 0 386 0 0 0 0 0 0
1483 50524 1 1 8703 5 1 0 0 0 7105 2 7105 2119
1502 10366 0 0 0 0 0 0 0 0 5183 20 0 0
1504 15423 0 0 5141 0 0 0 0 0 0 0 0 0
1506 10366 0 0 0 0 0 5183 0 0 0 0 0 0
1511 972 2 1 648 0 0 324 0 0 0 0 0 0
1512 324 236 1 0 0 0 324 0 0 0 0 0 0
1514 648 0 0 324 0 0 324 0 0 0 0 0 0
1515 648 0 0 0 0 0 324 0 0 0 0 0 0
1516 324 0 0 0 0 0 324 0 0 0 0 0 0
1518 512 0 0 256 2 0 256 0 0 0 0 0 0
1519 256 0 0 0 0 0 256 0 0 0 0 0 0
1520 768 0 0 256 0 0 0 0 0 256 1 0 0
1527 1112 1 1 556 0 0 0 0 0 556 2 0 0
1528 1112 0 0 556 0 0 0 0 0 556 2 0 0
1531 1112 2 1 0 0 0 0 0 0 556 9 0 0
1532 1100 0 0 0 0 0 0 0 0 0 0 0 0
1533 562 0 0 6 0 0 556 1 0 0 0 0 0
1534 556 0 0 0 0 0 556 0 0 0 0 0 0
1535 556 0 0 0 0 0 556 0 0 0 0 0 0
1537 1112 0 0 556 0 0 556 0 0 0 0 0 0
1538 806 2 1 0 0 0 0 0 0 0 0 0 0
1574 80 1 1 0 0 0 16 0 0 16 0 0 0
1576 38 2 0 0 0 0 0 0 0 0 0 0 0
1585 72 1 1 8 1 0 16 0 0 8 2 0 0
1587 32 0 0 32 3 0 0 0 0 0 0 0 0
1597 16 1 1 8 2 0 0 0 0 8 0 0 0
1604 56 0 0 8 0 0 8 0 0 16 0 0 0
1609 16 0 0 0 0 0 0 0 0 8 3 0 0
1614 48 1 1 8 0 0 16 0 0 0 0 0 0
1615 24 1 1 8 0 0 0 0 0 8 0 0 0
1619 16 0 0 8 0 0 8 0 0 0 0 0 0
1620 24 0 0 8 1 0 16 0 0 0 0 0 0
1621 24 0 0 8 1 0 16 0 0 0 0 0 0
1626 56 1 1 24 0 0 0 0 0 8 0 0 0
1627 48 0 0 8 0 0 0 0 0 8 0 0 0
1633 48 1 0 8 0 0 16 0 0 0 0 0 0
1634 24 0 0 8 0 0 0 0 0 8 0 0 0
1639 16 0 0 0 0 0 0 0 0 8 2 0 0
1773 6226 1 1 0 0 0 3962 0 0 0 0 0 0
1787 2830 0 0 566 0 0 0 0 0 566 11 0 0
1788 16 1 0 0 0 0 0 0 0 8 3 0 0
1789 24 0 0 0 0 0 0 0 0 0 0 0 0
1792 2135 1 0 1281 0 0 0 0 0 0 0 0 0
1795 40 0 0 8 0 0 0 0 0 0 0 0 0
1798 1116 0 0 0 0 0 0 0 0 558 8 0 0
1800 2750 3 1 2200 30 0 0 0 0 0 0 0 0
1803 1116 1 0 2 0 0 0 0 0 558 3 0 0
1805 768 128 1 256 0 0 128 0 0 128 1 0 0
1806 896 129 2 640 1 0 128 0 0 0 0 0 0
1807 1280 0 0 768 1 0 128 0 0 0 0 0 0
1809 260 1 1 0 0 0 0 0 0 130 2 0 0
1813 856 0 0 0 0 0 0 0 0 0 0 0 0
1814 5078 2 1 3954 0 0 0 0 0 0 0 0 0
fn=hwloc__move_infos
496 33 1 1 0 0 0 18 0 0 0 0 0 0
497 5 1 1 3 1 0 0 0 0 0 0 0 0
498 3 2 1 3 0 0 0 0 0 0 0 0 0
499 3 0 0 3 0 0 0 0 0 0 0 0 0
500 3 0 0 3 0 0 0 0 0 0 0 0 0
504 6 0 0 0 0 0 0 0 0 0 0 0 0
505 6 0 0 0 0 0 0 0 0 3 2 0 0
506 10 2 0 0 0 0 4 0 0 0 0 0 0
507 6 2 1 2 0 0 0 0 0 2 2 0 0
512 52 0 0 0 0 0 0 0 0 13 5 0 0
513 40 0 0 10 4 0 10 2 1 0 0 0 0
516 3 0 0 0 0 0 3 0 0 0 0 0 0
517 3 1 1 0 0 0 3 0 0 0 0 0 0
518 6 0 0 0 0 0 3 0 0 0 0 0 0
519 3 0 0 0 0 0 3 0 0 0 0 0 0
520 3 0 0 0 0 0 3 0 0 0 0 0 0
521 3 0 0 0 0 0 0 0 0 0 0 0 0
533 24 0 0 21 0 0 0 0 0 0 0 0 0
fn=hwloc__reconnect
596 4 1 1 0 0 0 2 0 0 0 0 0 0
597 4 0 0 0 0 0 2 0 0 0 0 0 0
598 2 0 0 0 0 0 0 0 0 0 0 0 0
1926 45 4 1 0 0 0 30 0 0 0 0 0 0
1929 15 4 1 5 4 0 0 0 0 5 4 0 0
1930 20 3 1 12 3 0 8 0 0 0 0 0 0
1936 14 3 1 4 0 0 0 0 0 5 2 0 0
1945 32 2 1 4 3 0 0 0 0 4 1 0 0
1950 5 0 0 0 0 0 5 1 0 0 0 0 0
1951 5 0 0 0 0 0 0 0 0 0 0 0 0
1952 40 0 0 35 6 0 0 0 0 0 0 0 0
2510 25 0 0 0 0 0 20 4 0 0 0 0 0
2512 5 0 0 0 0 0 5 2 0 0 0 0 0
2521 72 2 1 6 0 0 8 0 0 18 3 0 0
2522 64 0 0 48 17 0 0 0 0 16 5 0 0
2535 15 0 0 10 0 0 0 0 0 5 3 0 0
2538 11 0 0 0 0 0 0 0 0 3 2 0 0
2539 8 0 0 6 0 0 0 0 0 2 1 0 0
2541 4 0 0 2 0 0 0 0 0 2 1 0 0
2543 4 0 0 0 0 0 0 0 0 2 2 0 0
2556 2 2 1 0 0 0 2 0 0 0 0 0 0
2559 74 2 1 19 0 0 2 0 0 17 4 0 0
2561 75 0 0 30 7 0 15 0 0 0 0 0 0
2562 45 0 0 30 0 0 0 0 0 0 0 0 0
2563 15 2 1 15 5 0 0 0 0 0 0 0 0
